Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,109852751,4,3,532,0,520,0,133.0,258.0620081,0,0,0.0,0.0,4.842846403,0.063721663,18300000.0,44800000.0,110000000,16,110000000,36600000.0,63400000.0,110000000,622,110000000,54900000.0,77700000.0,110000000,5247,0,136,104,0.036412379,0.027309284,0,520,66.5,183.2897784,33595.14286,0,0,1,0,0,0,76.0,133.0,0.0,136,4,532,3,0,29200,235,2,32,5263.0,0.0,5263,5263,110000000.0,0.0,110000000,110000000,DoS Slowhttptest
80,63127188,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110887246,10500000.0,11900000.0,32100000,999945,63100000,10500000.0,11900000.0,32100000,999945,0,0.0,0.0,0,0,0,280,0,0.110887246,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,280,7,0,0,0,29200,-1,0,40,7015753.0,0.0,7015753,7015753,18700000.0,12200000.0,32100000,8015811,DoS Slowhttptest
80,63138316,7,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.110867702,10500000.0,11900000.0,32100000,998853,63100000,10500000.0,11900000.0,32100000,998853,0,0.0,0.0,0,0,0,280,0,0.110867702,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,280,7,0,0,0,29200,-1,0,40,7010660.0,0.0,7010660,7010660,18700000.0,12200000.0,32100000,8016051,DoS Slowhttptest
53,127,2,2,62,118,31,31,31.0,0.0,59,59,59.0,0.0,1417322.835,31496.06299,42.33333333,69.00966116,122,1,4,4.0,0.0,4,4,1,1.0,0.0,1,1,0,40,64,15748.0315,15748.0315,31,59,42.2,15.33623161,235.2,0,0,0,0,0,1,52.75,31.0,59.0,40,2,62,2,118,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,54786,2,2,88,344,44,44,44.0,0.0,172,172,172.0,0.0,7885.226153,73.01135327,18262.0,31624.64967,54779,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,64,64,36.50567663,36.50567663,44,172,95.2,70.10848736,4915.2,0,0,0,0,0,1,119.0,44.0,172.0,64,2,88,2,344,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54426,62,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,193548.3871,32258.06452,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,16129.03226,16129.03226,6,6,6.0,0.0,0.0,0,0,0,1,1,1,9.0,6.0,6.0,20,1,6,1,6,119,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115859568,35,38,1617,43650,428,0,46.2,122.3982891,4344,0,1148.684211,1094.775507,390.7057551,0.630073124,1609160.667,3690409.104,10200000,1,116000000,3407634.353,4810223.358,10200000,13,113000000,3044084.243,4732785.991,10200000,15,0,1128,1224,0.302089854,0.32798327,0,4344,611.7162162,960.731136,923004.3156,0,0,1,0,0,1,620.0958904,46.2,1148.684211,1128,35,1617,38,43650,29200,1039,6,32,45375.09091,72231.78478,263162,23410,10200000.0,74897.48301,10200000,9968000,BENIGN
443,9824,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1221.498371,203.5830619,9824.0,0.0,9824,9824,9824,9824.0,0.0,9824,9824,0,0.0,0.0,0,0,0,40,0,203.5830619,0.0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,40,2,12,0,0,63871,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,504,1,1,60,115,60,60,60.0,0.0,115,115,115.0,0.0,347222.2222,3968.253968,504.0,0.0,504,504,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,1984.126984,1984.126984,60,115,78.33333333,31.75426481,1008.333333,0,0,0,0,0,1,117.5,60.0,115.0,32,1,60,1,115,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
3566,87,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,137931.0345,22988.50575,87.0,0.0,87,87,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,11494.25287,11494.25287,6,6,6.0,0.0,0.0,0,0,0,1,1,1,9.0,6.0,6.0,20,1,6,1,6,8190,64240,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,286,2,2,58,234,29,29,29.0,0.0,117,117,117.0,0.0,1020979.021,13986.01399,95.33333333,123.9731154,236,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,0,40,40,6993.006993,6993.006993,29,117,64.2,48.19958506,2323.2,0,0,0,0,0,1,80.25,29.0,117.0,40,2,58,2,234,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,202,2,2,80,272,40,40,40.0,0.0,136,136,136.0,0.0,1742574.257,19801.9802,67.33333333,109.6965511,194,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,64,64,9900.990099,9900.990099,40,136,78.4,52.58136552,2764.8,0,0,0,0,0,1,98.0,40.0,136.0,64,2,80,2,272,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6010199,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,1.996606102,0.665535367,2003399.667,3456835.456,5995000,86,6010199,3005099.5,4228357.837,5995000,15199,0,0.0,0.0,0,0,0,72,32,0.499151526,0.166383842,0,6,2.4,3.286335345,10.8,0,0,1,0,0,0,3.0,4.0,0.0,72,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115182055,21,17,1199,4737,849,0,57.0952381,187.9401247,1448,0,278.6470588,532.676607,51.53580564,0.329912502,3113028.514,4701087.321,10200000,4,115000000,5759102.75,5098929.096,10200000,4,113000000,7039754.25,4887528.938,10200000,47,0,680,552,0.182320067,0.147592435,0,1448,152.2051282,388.3588397,150822.5884,0,0,1,0,0,0,156.2105263,57.0952381,278.6470588,680,21,1199,17,4737,29200,62,4,32,24923.0,32738.56468,123633,14972,10200000.0,33847.75945,10200000,10100000,BENIGN
49821,128,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,93750.0,15625.0,128.0,0.0,128,128,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,7812.5,7812.5,6,6,6.0,0.0,0.0,0,0,0,1,1,1,9.0,6.0,6.0,20,1,6,1,6,946,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5145721,7,8,1748,6025,1402,0,249.7142857,514.1159773,1955,0,753.125,817.5825756,1510.575486,2.915043392,367551.5,1333484.404,5000351,3,145367,24227.83333,14367.78856,36396,337,5112721,730388.7143,1882992.257,5000390,3,0,152,168,1.360353583,1.554689809,0,1955,485.8125,705.3527929,497522.5625,0,0,1,0,0,1,518.2,249.7142857,753.125,152,7,1748,8,6025,8192,12,6,20,145367.0,0.0,145367,145367,5000351.0,0.0,5000351,5000351,BENIGN
80,93,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,129032.2581,21505.37634,93.0,0.0,93,93,93,93.0,0.0,93,93,0,0.0,0.0,0,0,0,40,0,21505.37634,0.0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,40,2,12,0,0,252,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,67022257,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.864719999,0.059681667,22300000.0,38700000.0,67000000,22155,67000000,67000000.0,0.0,67000000,67000000,67000000,67000000.0,0.0,67000000,67000000,0,52,52,0.029840833,0.029840833,48,48,48.0,0.0,0.0,0,0,0,0,0,1,60.0,48.0,48.0,52,2,96,2,96,-1,-1,1,20,22393.0,0.0,22393,22393,67000000.0,0.0,67000000,67000000,BENIGN
53,219,2,2,124,380,62,62,62.0,0.0,190,190,190.0,0.0,2301369.863,18264.84018,73.0,85.29361055,168,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,64,64,9132.420091,9132.420091,62,190,113.2,70.10848736,4915.2,0,0,0,0,0,1,141.5,62.0,190.0,64,2,124,2,380,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,159,2,2,102,134,51,51,51.0,0.0,67,67,67.0,0.0,1484276.73,25157.2327,53.0,52.25897052,108,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,0,40,40,12578.61635,12578.61635,51,67,57.4,8.76356092,76.8,0,0,0,0,0,1,71.75,51.0,67.0,40,2,102,2,134,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48044,1,1,63,128,63,63,63.0,0.0,128,128,128.0,0.0,3975.522438,41.6285072,48044.0,0.0,48044,48044,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,20.8142536,20.8142536,63,128,84.66666667,37.5277675,1408.333333,0,0,0,0,0,1,127.0,63.0,128.0,32,1,63,1,128,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,87915,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1091.963829,22.74924643,87915.0,0.0,87915,87915,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,11.37462322,11.37462322,48,48,48.0,0.0,0.0,0,0,0,0,0,1,72.0,48.0,48.0,32,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,49009,2,2,74,176,37,37,37.0,0.0,88,88,88.0,0.0,5101.103879,81.61766206,16336.33333,28252.93387,48960,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,64,64,40.80883103,40.80883103,37,88,57.4,27.93385043,780.3,0,0,0,0,0,1,71.75,37.0,88.0,64,2,74,2,176,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5774988,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.692642132,1924996.0,3333418.4,5774096,98,5774988,2887494.0,4082271.698,5774096,892,0,0.0,0.0,0,0,0,104,40,0.519481599,0.173160533,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Brute Force
80,5390608,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.742031326,1796869.333,3111500.835,5389721,95,5390608,2695304.0,3810481.064,5389721,887,0,0.0,0.0,0,0,0,104,40,0.556523494,0.185507831,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Brute Force
80,5410097,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.739358278,1803365.667,3122925.144,5409409,92,5410097,2705048.5,3824543.297,5409409,688,0,0.0,0.0,0,0,0,104,40,0.554518708,0.184839569,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Brute Force
80,7533974,4,4,602,364,602,0,150.5,301.0,364,0,91.0,182.0,128.2191842,1.061856598,1076282.0,1970380.851,5002537,84,2531437,843812.3333,1456306.474,2525408,657,7533885,2511295.0,2499243.211,5003123,4702,0,136,136,0.530928299,0.530928299,0,602,107.3333333,221.137966,48902.0,0,0,1,0,0,1,120.75,150.5,91.0,136,4,602,4,364,29200,236,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Brute Force
80,6000338,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.666629113,2000112.667,3463586.636,5999518,61,6000338,3000169.0,4241720.034,5999518,820,0,0.0,0.0,0,0,0,104,40,0.499971835,0.166657278,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Brute Force
80,94,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21276.59574,94.0,0.0,94,94,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,10638.29787,10638.29787,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,32,1,0,1,0,1444,1176,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Brute Force
80,5269996,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.759013859,1756665.333,3041882.783,5269129,108,5269996,2634998.0,3725223.785,5269129,867,0,0.0,0.0,0,0,0,104,40,0.569260394,0.189753465,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Brute Force
80,5076689,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.787915116,1692229.667,2930395.571,5075959,143,5076689,2538344.5,3588728.842,5075959,730,0,0.0,0.0,0,0,0,104,40,0.590936337,0.196978779,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Brute Force
80,5055127,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.791275867,1685042.333,2917970.129,5054424,102,5055127,2527563.5,3573520.389,5054424,703,0,0.0,0.0,0,0,0,104,40,0.5934569,0.197818967,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Brute Force
80,5147504,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.777075647,1715834.667,2971130.816,5146601,137,5147504,2573752.0,3638557.95,5146601,903,0,0.0,0.0,0,0,0,104,40,0.582806735,0.194268912,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Brute Force
80,5473380,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.730809847,1824460.0,3159439.948,5472667,134,5473380,2736690.0,3869255.78,5472667,713,0,0.0,0.0,0,0,0,104,40,0.548107385,0.182702462,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ XSS
80,5192533,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.770336943,1730844.333,2997140.449,5191644,100,5192533,2596266.5,3670418.06,5191644,889,0,0.0,0.0,0,0,0,104,40,0.577752708,0.192584236,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ XSS
80,5365520,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.745500902,1788506.667,3097026.661,5364645,111,5365520,2682760.0,3792758.14,5364645,875,0,0.0,0.0,0,0,0,104,40,0.559125677,0.186375226,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ XSS
80,5297427,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.755083553,1765809.0,3057714.88,5296554,125,5297427,2648713.5,3744611.946,5296554,873,0,0.0,0.0,0,0,0,104,40,0.566312665,0.188770888,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ XSS
80,5264166,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.759854457,1754722.0,3038574.849,5263366,127,5264166,2632083.0,3721196.105,5263366,800,0,0.0,0.0,0,0,0,104,40,0.569890843,0.189963614,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ XSS
80,5478389,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.730141653,1826129.667,3162182.085,5477503,95,5478389,2739194.5,3872553.019,5477503,886,0,0.0,0.0,0,0,0,104,40,0.54760624,0.182535413,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ XSS
80,5678483,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.704413485,1892827.667,3277705.539,5677596,131,5678483,2839241.5,4014039.429,5677596,887,0,0.0,0.0,0,0,0,104,40,0.528310114,0.176103371,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ XSS
80,5500437,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.727214947,1833479.0,3175059.584,5499722,110,5500437,2750218.5,3888385.139,5499722,715,0,0.0,0.0,0,0,0,104,40,0.54541121,0.181803737,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ XSS
80,5116588,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.781770977,1705529.333,2953350.732,5115765,150,5116588,2558294.0,3616810.174,5115765,823,0,0.0,0.0,0,0,0,104,40,0.586328233,0.195442744,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ XSS
80,5229456,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.764897917,1743152.0,3018464.012,5228574,122,5229456,2614728.0,3696536.463,5228574,882,0,0.0,0.0,0,0,0,104,40,0.573673438,0.191224479,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,104,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ XSS
80,5006127,4,4,447,530,447,0,111.75,223.5,530,0,132.5,265.0,195.1608499,1.59804176,715161.0,1889619.815,5000415,4,5712,1904.0,2168.235227,4266,4,5005996,1668665.333,2885896.206,5001011,1407,0,136,136,0.79902088,0.79902088,0,530,108.5555556,216.4053552,46831.27778,0,0,1,0,0,1,122.125,111.75,132.5,136,4,447,4,530,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Sql Injection
80,5016759,5,5,599,4149,599,0,119.8,267.8809437,2701,0,829.8,1219.555739,946.4277634,1.993318794,557417.6667,1667490.203,5004049,4,12710,3177.5,5465.625216,11356,4,5016632,1254158.0,2500655.185,5005134,47,0,168,168,0.996659397,0.996659397,0,2701,431.6363636,877.5817082,770149.6545,0,0,1,0,0,1,474.8,119.8,829.8,168,5,599,5,4149,29200,236,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Sql Injection
80,5012479,6,4,600,4149,600,0,100.0,244.9489743,2701,0,1037.25,1302.376642,947.4353908,1.995020827,556942.1111,1666209.939,5000160,3,5012479,1002495.8,2234766.928,5000160,3,11118,3706.0,5627.995291,10187,51,0,200,136,1.197012496,0.798008331,0,2701,431.7272727,877.6008308,770183.2182,0,0,1,0,0,0,474.9,100.0,1037.25,200,6,600,4,4149,29200,236,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Sql Injection
80,508,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5905.511811,254.0,309.7127702,473,35,508,508.0,0.0,508,508,0,0.0,0.0,0,0,0,64,32,3937.007874,1968.503937,0,0,0.0,0.0,0.0,0,0,0,1,1,0,0.0,0.0,0.0,64,2,0,1,0,237,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Sql Injection
80,5006168,4,4,599,2021,599,0,149.75,299.5,2021,0,505.25,1010.5,523.35439,1.598028672,715166.8571,1889455.998,5000049,108,6119,2039.666667,2628.237496,5066,330,5005995,1668665.0,2885649.943,5000726,988,0,136,136,0.799014336,0.799014336,0,2021,291.1111111,678.2819186,460066.3611,0,0,1,0,0,1,327.5,149.75,505.25,136,4,599,4,2021,29200,236,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Sql Injection
80,43,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,23255.81395,23255.81395,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,32,1,0,1,0,258,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Sql Injection
80,71,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28169.01408,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,14084.50704,14084.50704,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,32,1,0,1,0,237,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Sql Injection
80,42,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,23809.52381,23809.52381,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,32,1,0,1,0,257,235,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Sql Injection
80,5009163,4,4,599,2021,599,0,149.75,299.5,2021,0,505.25,1010.5,523.0414742,1.597073204,715594.7143,1890923.412,5003805,56,5358,1786.0,2252.041074,4381,343,5009082,1669694.0,2888011.439,5004482,952,0,136,136,0.798536602,0.798536602,0,2021,291.1111111,678.2819186,460066.3611,0,0,1,0,0,1,327.5,149.75,505.25,136,4,599,4,2021,29200,236,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Sql Injection
80,5005388,5,3,599,2021,599,0,119.8,267.8809437,2021,0,673.6666667,1166.824894,523.4359454,1.598277696,715055.4286,1889547.295,5000145,4,5005388,1251347.0,2499199.36,5000145,4,4429,2214.5,1892.924853,3553,876,0,168,104,0.99892356,0.599354136,0,2021,291.1111111,678.2819186,460066.3611,0,0,1,0,0,0,327.5,119.8,673.6666667,168,5,599,3,2021,29200,236,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack ï¿½ Sql Injection
22,126,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15873.01587,126.0,0.0,126,126,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,7936.507937,7936.507937,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,32,1,0,1,0,290,243,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,238,2,2,78,340,39,39,39.0,0.0,170,170,170.0,0.0,1756302.521,16806.72269,79.33333333,135.6773133,236,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,64,64,8403.361345,8403.361345,39,170,91.4,71.75165503,5148.3,0,0,0,0,0,1,114.25,39.0,170.0,64,2,78,2,340,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1056702,2,2,6,6,6,0,3.0,4.242640687,6,0,3.0,4.242640687,11.35608715,3.785362382,352234.0,585532.1204,1028148,27,28554,28554.0,0.0,28554,28554,1028175,1028175.0,0.0,1028175,1028175,0,52,52,1.892681191,1.892681191,0,6,2.4,3.286335345,10.8,0,0,1,0,0,1,3.0,3.0,3.0,52,2,6,2,6,8192,58,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,3165692,2,2,72,340,36,36,36.0,0.0,170,170,170.0,0.0,130.1453205,1.263546801,1055230.667,1827709.664,3165688,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,40,64,0.631773401,0.631773401,36,170,89.6,73.39482271,5386.8,0,0,0,0,0,1,112.0,36.0,170.0,40,2,72,2,340,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,49769,1,1,53,81,53,53,53.0,0.0,81,81,81.0,0.0,2692.439068,40.18565774,49769.0,0.0,49769,49769,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,20.09282887,20.09282887,53,81,62.33333333,16.16580754,261.3333333,0,0,0,0,0,1,93.5,53.0,81.0,20,1,53,1,81,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
36408,256,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,46875.0,7812.5,256.0,0.0,256,256,256,256.0,0.0,256,256,0,0.0,0.0,0,0,0,40,0,7812.5,0.0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,40,2,12,0,0,4361,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,750924,38,57,727,79495,421,0,19.13157895,77.51518458,4344,0,1394.649123,859.1904306,106831.0508,126.5108054,7988.553191,35954.6105,185792,1,750743,20290.35135,55844.77733,188008,1,565244,10093.64286,42001.89556,186026,1,0,1224,1832,50.60432214,75.90648321,0,4344,835.6458333,948.1635322,899014.0838,0,0,1,0,0,1,844.4421053,19.13157895,1394.649123,1224,38,727,57,79495,29200,5107,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,50191,3,4,437,859,437,0,145.6666667,252.3020676,859,0,214.75,429.5,25821.3624,139.4672352,8365.166667,11579.98417,23341,4,26528,13264.0,14351.43923,23412,3116,26850,8950.0,15052.84103,26329,4,0,104,136,59.77167221,79.69556295,0,859,162.0,320.4679614,102699.7143,0,0,1,0,0,1,185.1428571,145.6666667,214.75,104,3,437,4,859,29200,31,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
